Date,Ticker,Open,High,Low,Close,Volume
2009-01-02,AAPL,2.5732230576404764,2.727832507721383,2.5516499995332125,2.719142436981201,746015200
2009-01-05,AAPL,2.7916535585773663,2.8818420771318682,2.7778700593301666,2.8339011669158936,1181608400
2009-01-06,AAPL,2.874950581616021,2.9115050849744977,2.7682822405326,2.787158966064453,1289310400
2009-01-07,AAPL,2.750903956083054,2.7715777034247764,2.7044606335107817,2.726933002471924,753048800
2009-01-08,AAPL,2.7095542066192957,2.79105362898642,2.6978681695323754,2.7775697708129883,673500800
2009-01-09,AAPL,2.792851722512401,2.7979451493718446,2.7008652015253807,2.7140486240386963,546845600
2009-01-12,AAPL,2.710453452085781,2.72633420932289,2.6232615060420086,2.6565206050872803,617716400
2009-01-13,AAPL,2.6439358516940055,2.6888799874311635,2.5873058766203467,2.6280550956726074,798397600
2009-01-14,AAPL,2.5840092627551416,2.6142715877102303,2.538465256795355,2.5567429065704346,1021664000
2009-01-15,AAPL,2.4141198241026802,2.520488746578447,2.398539301971485,2.4983158111572266,1831634000
2009-01-16,AAPL,2.525880434722113,2.528277329304269,2.4090252730369173,2.466853380203247,1047625600
2009-01-20,AAPL,2.4548685098045344,2.456965968100327,2.343106746673584,2.343106746673584,919914800
2009-01-21,AAPL,2.3787631319478337,2.4833342269025933,2.3763662363799245,2.4818358421325684,1089270000
2009-01-22,AAPL,2.6379439638076168,2.696671616176852,2.571425949394442,2.647531747817993,1409528400
2009-01-23,AAPL,2.601388649534937,2.6927761351178305,2.591801065549262,2.647531747817993,763770000
2009-01-26,AAPL,2.662513265743714,2.725735874812919,2.6457337931930187,2.685884952545166,692238400
2009-01-27,AAPL,2.7023638088898405,2.7431140395371436,2.6888807443951626,2.7185440063476562,618038400
2009-01-28,AAPL,2.760192439201519,2.8464858825430954,2.741615347922827,2.8225157260894775,861406000
2009-01-29,AAPL,2.7892563909312895,2.8267104073413205,2.774574581318872,2.78656005859375,592729200
2009-01-30,AAPL,2.774574369670886,2.8051361342426104,2.696970210457681,2.700566053390503,651478800
2009-02-02,AAPL,2.6697044758584836,2.756596799488452,2.663711736277367,2.741914987564087,558247200
2009-02-03,AAPL,2.7541999540241635,2.7979461536672026,2.7050610887582898,2.7859606742858887,599309200
2009-02-04,AAPL,2.793151817088092,2.883939405394825,2.7895559739504696,2.8030388355255127,808421600
2009-02-05,AAPL,2.779668441421254,2.913902607382282,2.7751740867688413,2.8902320861816406,749246400
2009-02-06,AAPL,2.9070115876049334,2.9963018140778526,2.9064127136498357,2.987912178039551,687209600
2009-02-09,AAPL,2.996301452561239,3.086189742045044,2.9813192042070047,3.0715079307556152,715010800
2009-02-10,AAPL,3.0361516082547304,3.0715073635525023,2.908209647727742,2.931281089782715,849060800
2009-02-11,AAPL,2.8875348063526785,2.9456623608645804,2.8695565935408953,2.901017665863037,674973600
2009-02-12,AAPL,2.871355453116234,2.988810552305417,2.871355453116234,2.974428176879883,817188400
2009-02-13,AAPL,2.966037336401282,2.994502638725701,2.9399699291099606,2.9711315631866455,608977600
2009-02-17,AAPL,2.9025167923074275,2.907610220523645,2.824912620718892,2.8324029445648193,678238400
2009-02-18,AAPL,2.8479836943027275,2.8719536459086235,2.7781700976135464,2.827608585357666,684779200
2009-02-19,AAPL,2.7976463848953337,2.8240134381687185,2.6999667327858634,2.7158474922180176,922804400
2009-02-20,AAPL,2.6786930237040476,2.7685821117552596,2.6667075452643214,2.7326266765594482,750316000
2009-02-23,AAPL,2.7461091636566515,2.756596055042145,2.5920995984827946,2.60528302192688,786982000
2009-02-24,AAPL,2.620265055482522,2.723337771303167,2.6067819921110447,2.7041614055633545,807105600
2009-02-25,AAPL,2.692475795574885,2.784162087326764,2.674198144565534,2.7314271926879883,833053200
2009-02-26,AAPL,2.7565960026342906,2.78416199666482,2.665508987652913,2.6724002361297607,629868400
2009-02-27,AAPL,2.634647440672112,2.7356226981512615,2.6268568795381144,2.6759965419769287,706658400
2009-03-02,AAPL,2.6403400106204757,2.7326261775056016,2.6268563498382766,2.634946346282959,770929600
2009-03-03,AAPL,2.664609753969671,2.7188430370172543,2.6331486770907144,2.6478304862976074,724340400
2009-03-04,AAPL,2.7020633951933957,2.7796675474370884,2.6801907028981904,2.73172664642334,741403600
2009-03-05,AAPL,2.7104541042127095,2.7527017212187332,2.650229067239859,2.661914110183716,706899200
2009-03-06,AAPL,2.6469327501716897,2.648730772264084,2.4668549068858425,2.5558454990386963,1011147200
2009-03-09,AAPL,2.522286025051468,2.624758844803785,2.474045684147769,2.490225076675415,698297600
2009-03-10,AAPL,2.542960690256815,2.6718022039373825,2.5276798028592373,2.6556220054626465,844258800
2009-03-11,AAPL,2.690978007278916,2.8186205555514814,2.684086757050772,2.7769718170166016,846372800
2009-03-12,AAPL,2.7835633298060682,2.893827522071242,2.756596405593762,2.8869354724884033,768457200
2009-03-13,AAPL,2.885437273702238,2.912404192174508,2.846784517203985,2.8743503093719482,601168400
2009-03-16,AAPL,2.892328921586183,2.918096896081821,2.8219154469707974,2.85906982421875,797244000
2009-03-17,AAPL,2.8536777130125937,2.9870127744640635,2.8485834840827278,2.986114263534546,786646000
2009-03-18,AAPL,2.993604290646548,3.1005722933522644,2.9879119880645244,3.0418448448181152,796037200
2009-03-19,AAPL,3.0517325393484964,3.0921823276122993,3.0037916272800627,3.0448412895202637,500180800
2009-03-20,AAPL,3.058922943931357,3.0894855100850163,3.0133797317476696,3.0439414978027344,695587200
2009-03-23,AAPL,3.077500586560428,3.240799128207847,3.0487366387437147,3.2258176803588867,666397200
2009-03-24,AAPL,3.18686487279297,3.2791508381102976,3.1578012935184834,3.1910595893859863,640612000
2009-03-25,AAPL,3.2234208802431827,3.246791763558426,3.1119585288974427,3.190760850906372,646618000
2009-03-26,AAPL,3.2309114226965168,3.295332178762293,3.223421297654168,3.292036771774292,616252000
2009-03-27,AAPL,3.2428957611281093,3.2518844680832553,3.188063608573629,3.2015466690063477,492872800
2009-03-30,AAPL,3.1314336532469986,3.146414898269575,3.074504042052818,3.1308345794677734,502796000
2009-03-31,AAPL,3.159598588341175,3.2195249698639743,3.1461155275447417,3.1497113704681396,570080000
2009-04-01,AAPL,3.1188493494934466,3.265967679530935,3.1128566109819786,3.2566795349121094,589372000
2009-04-02,AAPL,3.300125145286779,3.4382547615943437,3.2893384164602733,3.3771300315856934,812366800
2009-04-03,AAPL,3.421475585374605,3.4796039478011185,3.4014007118005916,3.4754090309143066,636241200
2009-04-06,AAPL,3.4439471912452304,3.558106032310019,3.3942082735642947,3.54911732673645,658064400
2009-04-07,AAPL,3.4915891127811367,3.4957840292932936,3.4214752797971397,3.4457454681396484,536580800
2009-04-08,AAPL,3.4586292062303228,3.499378620703875,3.433160872190506,3.4852964878082275,455630000
2009-04-09,AAPL,3.5482193672509585,3.595560397352663,3.534435669772936,3.582676410675049,530756800
2009-04-13,AAPL,3.5958597340582563,3.624924114176723,3.565597606402562,3.602152109146118,389236400
2009-04-14,AAPL,3.582676276642141,3.600654490007059,3.5131621184947983,3.5449228286743164,454622000
2009-04-15,AAPL,3.511664273609333,3.5431257535749627,3.4685181526432958,3.524848699569702,412882400
2009-04-16,AAPL,3.571292153396236,3.6899452169774656,3.5593066721864637,3.6390085220336914,593446000
2009-04-17,AAPL,3.6309167442533705,3.7229032723146585,3.603051312649595,3.6980338096618652,497495600
2009-04-20,AAPL,3.6473965998341034,3.685150051479309,3.570391511950685,3.610542058944702,466466000
2009-04-21,AAPL,3.5623011346546374,3.659681528068911,3.553612064504741,3.6482949256896973,470685600
2009-04-22,AAPL,3.674363059748845,3.7558626911480912,3.631515385833903,3.6408045291900635,938767200
2009-04-23,AAPL,3.793916724468752,3.8112952696918945,3.700731221567051,3.75736141204834,945156800
2009-04-24,AAPL,3.7345893810179795,3.7495708270514743,3.684551215249347,3.712416648864746,540764000
2009-04-27,AAPL,3.6824524844010096,3.7453746160100803,3.6752608007169165,3.7372844219207764,480690000
2009-04-28,AAPL,3.6959366181736777,3.7816311775700546,3.6932402859280704,3.712416648864746,455856800
2009-04-29,AAPL,3.7408815379676117,3.8008069185536524,3.71031897379236,3.749570608139038,458110800
2009-04-30,AAPL,3.78192939667147,3.805300670221785,3.7429782075357148,3.7702443599700928,498489600
2009-05-01,AAPL,3.769344989446166,3.8337657090931296,3.769344989446166,3.8124918937683105,397516000
2009-05-04,AAPL,3.8424555849391213,3.9626071811871193,3.8256763186312797,3.957214117050171,609358400
2009-05-05,AAPL,3.9476244368839217,3.9808833216529544,3.928747718494858,3.976389169692993,398255200
2009-05-06,AAPL,3.994967960524967,4.00006138826536,3.901782475863613,3.9700984954833984,473538800
2009-05-07,AAPL,3.9650028623400146,3.9668006832756526,3.8322669503187274,3.8670244216918945,531776000
2009-05-08,AAPL,3.8664273716032693,3.9320470801826786,3.7831306786918306,3.870922327041626,467964000
2009-05-11,AAPL,3.816387753663672,3.9239545826352877,3.808896432352912,3.882305860519409,404658800
2009-05-12,AAPL,3.8820067493527484,3.886501302718317,3.6929402716496225,3.727996587753296,609481600
2009-05-13,AAPL,3.691741723893265,3.716012314696112,3.5769831824916323,3.580279588699341,595971600
2009-05-14,AAPL,3.5889695647147852,3.7013314391199943,3.586572868771603,3.6839520931243896,447826400
2009-05-15,AAPL,3.665074024205777,3.7339893086850267,3.6438006051368146,3.6680707931518555,367567200
2009-05-18,AAPL,3.7073231686828616,3.7963129328571514,3.6426027946707116,3.794814348220825,458841600
2009-05-19,AAPL,3.799909888824014,3.8745175067907147,3.767549490612018,3.81878662109375,372422400
2009-05-20,AAPL,3.8241797134112687,3.8715215629425392,3.754365887255695,3.771444797515869,388584000
2009-05-21,AAPL,3.749869782640902,3.7987089917997814,3.682153450847585,3.7208054065704346,407946000
2009-05-22,AAPL,3.716910129424546,3.7208054087005493,3.647995250122923,3.6704676151275635,297998400
2009-05-26,AAPL,3.738183303899816,3.9200588506231036,3.731890930767178,3.918560266494751,636927200
2009-05-27,AAPL,3.9485241945267093,4.044405181235837,3.922455789921573,3.986577272415161,646422000
2009-05-28,AAPL,3.9985616825163643,4.05669043030881,3.9560144507026114,4.047102451324463,487552800
2009-05-29,AAPL,4.056691980613662,4.071972665439645,4.010548688979027,4.069276332855225,456534400
2009-06-01,AAPL,4.089052918939167,4.194522342372821,4.074969979968617,4.175346374511719,452499600
2009-06-02,AAPL,4.16455863495525,4.234970909093634,4.145381472506899,4.179539680480957,456223600
2009-06-03,AAPL,4.194820569723311,4.228079465378475,4.166955138244422,4.223285675048828,565199600
2009-06-04,AAPL,4.1987162510137885,4.320066406242265,4.196019918717011,4.306882381439209,550634000
2009-06-05,AAPL,4.353925187734394,4.386584417233465,4.291003024391453,4.334749221801758,632716000
2009-06-08,AAPL,4.309279292428694,4.321563604684967,4.177741499511388,4.310177803039551,931652400
2009-06-09,AAPL,4.308978720229981,4.331451083891835,4.211299507594462,4.27631950378418,676964400
2009-06-10,AAPL,4.263136122695594,4.265233580760157,4.14388345022645,4.202311038970947,688623600
2009-06-11,AAPL,4.1813393317636836,4.241564371520072,4.151375630269413,4.193323612213135,524823600
2009-06-12,AAPL,4.159165065768161,4.167854136797851,4.0761672353142515,4.104033470153809,563085600
2009-06-15,AAPL,4.075268633612222,4.102834430804196,4.041710097878817,4.077665328979492,539750400
2009-06-16,AAPL,4.094743360292388,4.148976432375555,4.077964096004997,4.085455417633057,514805200
2009-06-17,AAPL,4.095044310656547,4.118415993479091,4.0309240016209085,4.062385082244873,571412800
2009-06-18,AAPL,4.078263279202264,4.134893439891123,4.062682964149858,4.071372032165527,427680400
2009-06-19,AAPL,4.136991896294276,4.179839577395705,4.101935975549995,4.179240703582764,721856800
2009-06-22,AAPL,4.214895910199454,4.241562391935552,4.084856306751188,4.1160173416137695,634914000
2009-06-23,AAPL,4.086955635059365,4.103434470582784,3.98148540700778,4.015343189239502,706532400
2009-06-24,AAPL,4.057589909617541,4.119912375681114,4.040810645660315,4.081559658050537,485525600
2009-06-25,AAPL,4.067477702134551,4.200813322162287,4.051298109648543,4.1906256675720215,589447600
2009-06-26,AAPL,4.188528795163266,4.301489521860624,4.187030610455132,4.26793098449707,439384400
2009-06-29,AAPL,4.2984951895192,4.313177007933763,4.240966464307003,4.25385046005249,567616000
2009-06-30,AAPL,4.272125607739717,4.308680111955114,4.248754727999487,4.2676310539245605,434224000
2009-07-01,AAPL,4.299692032536649,4.334449520402458,4.270328410086338,4.279616355895996,414178800
2009-07-02,AAPL,4.232275210904874,4.279616249971902,4.188529015227595,4.195420265197754,370479200
2009-07-06,AAPL,4.155869302589904,4.164559575112392,4.0824602427051495,4.153172969818115,498688400
2009-07-07,AAPL,4.14927776854891,4.185233406754321,4.05039996350872,4.0569915771484375,461596800
2009-07-08,AAPL,4.072571954393695,4.136092977275273,4.027626819210946,4.111523151397705,575929200
2009-07-09,AAPL,4.127705161269962,4.134596412656185,4.072872786951994,4.085756778717041,343025200
2009-07-10,AAPL,4.085157666404806,4.163959797492565,4.0845575923030815,4.150476932525635,445275600
2009-07-13,AAPL,4.181037255083148,4.2649335861206055,4.1208122389436115,4.2649335861206055,483501200
2009-07-14,AAPL,4.255645494271866,4.290102536130563,4.22957788520027,4.26283597946167,347247600
2009-07-15,AAPL,4.345836059038992,4.404563719314321,4.324262992043485,4.400968074798584,485587200
2009-07-16,AAPL,4.367409090175651,4.435125854981555,4.36171638697671,4.4201436042785645,393570800
2009-07-17,AAPL,4.466886788593389,4.554978074337131,4.453403122370289,4.5468878746032715,602154000
2009-07-20,AAPL,4.592429956171858,4.6454644873561595,4.521117974125762,4.5816426277160645,735526400
2009-07-21,AAPL,4.593028795535732,4.597223311692262,4.486959343150555,4.539693832397461,874781600
2009-07-22,AAPL,4.727861713346834,4.756027578858494,4.677523919814086,4.6964006423950195,874104000
2009-07-23,AAPL,4.693105680988349,4.74733796113839,4.661044931852999,4.728761672973633,526962800
2009-07-24,AAPL,4.702695607111705,4.794082901686129,4.689212340712054,4.793783664703369,438362400
2009-07-27,AAPL,4.799175114485898,4.820448938329414,4.711983160516856,4.797077655792236,433311200
2009-07-28,AAPL,4.760524569413706,4.797079088846755,4.722171427607239,4.794083118438721,363554800
2009-07-29,AAPL,4.7611218008011225,4.807564322818277,4.7416458012328215,4.794979572296143,382158000
2009-07-30,AAPL,4.845017421543829,4.935505356871487,4.8390246840853495,4.8776774406433105,469604800
2009-07-31,AAPL,4.883667776845845,4.943893568410267,4.881270682648364,4.895653247833252,422536800
2009-08-03,AAPL,4.950187747357162,4.993035425188963,4.9400004925256225,4.986743450164795,394240000
2009-08-04,AAPL,4.9417982210769,4.960974582795732,4.920225164186325,4.9603753089904785,395810800
2009-08-05,AAPL,4.966367196789916,5.0155060402109175,4.920224321832993,4.94719123840332,423183600
2009-08-06,AAPL,4.961272201827465,4.989138424684838,4.886665037697719,4.9112348556518555,341616800
2009-08-07,AAPL,4.958577666597151,4.991836563890927,4.937903119618761,4.959176540374756,387354800
2009-08-10,AAPL,4.96367029729537,4.9918349579503545,4.903743733984212,4.93550443649292,300294400
2009-08-11,AAPL,4.904643783463505,4.92531873032757,4.8504115028056205,4.878876209259033,355342400
2009-08-12,AAPL,4.870487898823888,4.995134492513609,4.8677915658303235,4.953186511993408,445071200
2009-08-13,AAPL,4.993335416285687,5.053860875899439,4.988840862342989,5.046369552612305,439980800
2009-08-14,AAPL,5.031988652763101,5.040677725867367,4.959778134733063,4.997231960296631,305816000
2009-08-17,AAPL,4.900449476861296,4.901648424606274,4.776702227627361,4.781796455383301,524381200
2009-08-18,AAPL,4.842920924353969,4.921124163457871,4.836329311890979,4.913933277130127,431152400
2009-08-19,AAPL,4.876478813063355,4.9528842204260135,4.867490106335088,4.931910037994385,413271600
2009-08-20,AAPL,4.9432968203129874,4.995432845645478,4.932211054084291,4.9837470054626465,342031200
2009-08-21,AAPL,5.02329780982044,5.074834556475328,4.997829073392726,5.070339202880859,416074400
2009-08-24,AAPL,5.097304831639386,5.114983404241885,5.041873619438374,5.065544128417969,406929600
2009-08-25,AAPL,5.077532437272675,5.121877511810932,5.067644416565567,5.075734615325928,324354800
2009-08-26,AAPL,5.061349693178779,5.080226414818494,4.996629733299301,5.016106128692627,303998800
2009-08-27,AAPL,5.056257223591204,5.080826249973875,4.93880235564398,5.077231407165527,449181600
2009-08-28,AAPL,5.161728768438699,5.168320382624286,5.049667326789594,5.095210552215576,453700800
2009-08-31,AAPL,5.038579578275862,5.05925412876678,4.988841442390884,5.040078163146973,311337600
2009-09-01,AAPL,5.033485405362766,5.09371122614062,4.942098145000531,4.952884674072266,469028000
2009-09-02,AAPL,4.932510054797262,5.02209909161369,4.9172285722129185,4.949289321899414,364249200
2009-09-03,AAPL,4.987042719537427,5.006817955512914,4.943895804565341,4.990338325500488,293955200
2009-09-04,AAPL,5.012210693586605,5.114684093555573,5.006517593571932,5.10299825668335,374628800
2009-09-08,AAPL,5.183001003770038,5.187794794788741,5.153637383577027,5.181502819061279,315047600
2009-09-09,AAPL,5.177007021958542,5.227644452808769,5.084720866303166,5.127868175506592,811087200
2009-09-10,AAPL,5.155435859866767,5.191091860364172,5.117982037490563,5.170417308807373,491134000
2009-09-11,AAPL,5.180903902129115,5.188994100113802,5.119779561997768,5.158431529998779,348961200
2009-09-14,AAPL,5.118579627144164,5.210566156616264,5.101201486774725,5.205173492431641,322011200
2009-09-15,AAPL,5.214761092511796,5.263001434185762,5.201278231852701,5.248319625854492,426470800
2009-09-16,AAPL,5.333116890829847,5.475740900907532,5.329820883865138,5.449373245239258,754023200
2009-09-17,AAPL,5.452666452638893,5.596787763031632,5.452366815817928,5.529670715332031,810572000
2009-09-18,AAPL,5.568027158788355,5.5896002227031065,5.535965999768218,5.54375696182251,601582800
2009-09-21,AAPL,5.521881756462489,5.547948963507903,5.441880713943645,5.513791561126709,437715600
2009-09-22,AAPL,5.548850673095188,5.554543375928582,5.47873681668696,5.527576446533203,356753600
2009-09-23,AAPL,5.55514240097501,5.660012936267725,5.544055433449137,5.558138370513916,593563600
2009-09-24,AAPL,5.609074585525159,5.62405603216763,5.476339024279766,5.507800102233887,550880400
2009-09-25,AAPL,5.4535665559081306,5.558137436672719,5.436487652173929,5.464353084564209,445239200
2009-09-28,AAPL,5.509298605942351,5.593494588979338,5.493118610627566,5.577613830566406,337444800
2009-09-29,AAPL,5.594993129545028,5.6150676049678525,5.5224821880790245,5.554542541503906,345385600
2009-09-30,AAPL,5.577014583992729,5.586602965789919,5.471545184568791,5.553643703460693,539585200
2009-10-01,AAPL,5.553645066548424,5.579712285809555,5.414316259656962,5.419111251831055,524711600
2009-10-02,AAPL,5.435588676898651,5.571320584396057,5.433790855601425,5.540158748626709,553308000
2009-10-05,AAPL,5.57911193569084,5.598887172670305,5.521282809182374,5.573718070983887,423133200
2009-10-06,AAPL,5.62525509812559,5.693270683288574,5.612071872858495,5.693270683288574,605085600
