update,timestep,episode,elapsed_time,episode_return_pct,episode_sharpe,episode_sortino,episode_max_dd,episode_volatility,episode_win_rate,episode_turnover,episode_turnover_pct,episode_return_skew,episode_calmar_ratio,episode_omega_ratio,episode_ulcer_index,episode_cvar_5pct,profile_name,turnover_scalar,terminal_drawdown_lambda,terminal_drawdown_lambda_peak,terminal_drawdown_avg_excess,terminal_drawdown_penalty_sum,snapshot_drawdown_lambda,snapshot_drawdown_lambda_peak,snapshot_drawdown_current,snapshot_drawdown_avg_excess,snapshot_drawdown_penalty_sum,snapshot_drawdown_triggered,snapshot_drawdown_trigger_boundary,snapshot_drawdown_target,snapshot_drawdown_tolerance,snapshot_intra_step_tape_potential,snapshot_intra_step_tape_delta_reward,drawdown_lambda,tape_score,tape_bonus,tape_bonus_raw,tape_terminal_bonus_mode,tape_terminal_baseline,tape_terminal_neutral_band_applied,tape_terminal_neutral_band_halfwidth,tape_gate_a_triggered,tape_gate_a_sharpe,tape_gate_a_max_drawdown_abs,terminal_intra_step_tape_potential,terminal_intra_step_tape_delta_reward,drawdown_avg_excess,drawdown_penalty_sum,initial_balance,final_balance,next_profile_name,next_profile_reason,actor_loss,critic_loss,critic_loss_scaled,risk_aux_total,risk_aux_sharpe_proxy,risk_aux_sharpe_loss,risk_aux_mvo_loss,mean_advantage,policy_entropy,policy_loss,entropy_loss,approx_kl,clip_fraction,value_clip_fraction,explained_variance,actor_grad_norm,critic_grad_norm,alpha_min,alpha_max,alpha_mean,ratio_mean,ratio_std,drawdown_lambda_peak,episode_length,termination_reason
62,15872,51,2302.1655111312866,-23.280440329194608,-0.3029049315356211,-0.4177508064665005,47.59737897466371,0.3277583813477143,50.49701789264414,0.6985889673233032,69.85889673233032,0.6451297664418475,-0.4891118131018703,0.9546930278836144,0.24909480037422413,-0.04981118925826386,BalancedGrowth,2.5,3.819859772512895,3.819859772512895,0.07611572592702834,124.85410018104847,1.738126890745214,2.6739018407590263,0.07013006742439987,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.7058734147779581,0.0009748238194829284,3.819859772512895,0.17646512939782763,-0.7060461180651714,-0.7060461180651714,signed,0.2,False,0.005,True,-0.3029049315356211,0.4759737897466371,0.22226596824922107,-3.984022276756538e-05,0.07611572592702834,124.85410018104847,100000.0,76719.55967080539,,,-0.011481969306866327,0.41820085048675537,0.20910042524337769,0.005118403680777798,-0.10146658060451348,0.005073329103955378,4.507443736656569e-05,7.450580596923828e-09,-16.5715389251709,-0.04974345241983732,0.033143079529205956,0.016375770171483357,0.640625,0.9739583333333334,-0.0014522075653076172,2.6472531159718833,0.8708498477935791,1.0870651801427205,2.6953347524007163,2.011245330174764,1.0007349252700806,0.18057766060034433,3.819859772512895,504.0,episode_limit
63,16128,52,2338.1971809864044,7.452127775054731,0.18798764685459446,0.2720296191833636,15.355521329710726,0.13369939902900485,50.89463220675944,0.6603282690048218,66.03282690048218,-0.11626957518286957,0.48530607428065203,1.0594472579499754,0.06014265804188092,-0.01894580900929901,BalancedGrowth,2.5,0.6174520334899039,2.6739018407590263,0.0,0.0,0.43221642344293265,0.43221642344293265,0.0,0.0,0.0,False,0.16499999999999998,0.18,-0.015,,0.0,0.6174520334899039,0.23415280611248554,0.2561460458436415,0.2561460458436415,signed,0.2,False,0.005,False,0.18798764685459446,0.15355521329710725,0.6416738384022976,-0.0004083121887208863,0.0,0.0,100000.0,107452.12777505473,,,0.06733744591474533,0.3897930979728699,0.19489654898643494,0.006500916089862585,-0.12950725853443146,0.006475362926721573,2.555299215600826e-05,-1.4901161193847656e-08,-16.566429138183594,0.027703674510121346,0.03313285857439041,0.05754658579826355,0.6875,1.0,-0.0012496709823608398,1.761542797088623,0.7945077419281006,1.0954761505126953,2.6398117542266846,1.9958128929138184,0.9631028175354004,0.18080319464206696,2.6739018407590263,504.0,episode_limit
64,16384,52,2374.0855569839478,3.4988316400782207,0.203392384561705,0.23140940250435343,32.23719965666418,0.31774033645655575,55.859375,0.7039194107055664,70.39194107055664,-0.3077966646379938,0.1085339817770099,1.0589532319563166,0.10535704942299365,-0.05356242914042129,BalancedGrowth,2.5,0.6174520334899039,2.6739018407590263,0.0,0.0,0.04576312193732774,0.43221642344293265,0.09058164267615243,0.0054086062114367525,0.20436775870196675,True,0.16499999999999998,0.18,-0.015,0.5988182954547985,0.0004518852652661187,0.6174520334899039,0.23415280611248554,0.2561460458436415,0.2561460458436415,signed,0.2,False,0.005,False,0.18798764685459446,0.15355521329710725,0.6416738384022976,-0.0004083121887208863,0.0,0.0,100000.0,107452.12777505473,,,-0.19879445433616638,0.6929600834846497,0.34648004174232483,0.0006635764730162919,-0.012603580951690674,0.0006301790708675981,3.339738032082096e-05,1.4901161193847656e-08,-16.49641990661621,-0.23245087265968323,0.03299283981323242,0.0894092321395874,0.65625,1.0,-0.0180891752243042,2.138579845428467,1.0611858367919922,0.9039390087127686,2.6453311443328857,1.8630791902542114,0.9609580039978027,0.27837979793548584,2.6739018407590263,504.0,episode_limit
65,16640,53,2410.0737793445587,32.33055811996549,0.6105542551529521,0.7033623045189773,32.23719965666418,0.24804137865004502,55.46719681908549,0.6916268467903137,69.16268467903137,-0.4005587620144299,1.0028959855165958,1.1557764253056697,0.08440697364972548,-0.03942143236278597,BalancedGrowth,2.5,0.0,0.43221642344293265,0.0027472285518408903,0.20436775870196675,0.0,0.0,0.09585026670332031,0.0,0.0,False,0.16499999999999998,0.18,-0.015,,0.0,0.0,0.24506279624681787,-0.33797097185113395,-0.33797097185113395,signed,0.2,False,0.005,True,0.6105542551529521,0.32237199656664184,0.27425711297107164,-0.0012265735353307495,0.0027472285518408903,0.20436775870196675,100000.0,132330.55811996548,,,-0.1581178903579712,0.4109683632850647,0.20548418164253235,-0.000793313723988831,0.0170774906873703,-0.0008538745460100472,6.056083657313138e-05,0.0,-16.4998779296875,-0.1903243362903595,0.032999757677316666,0.07053211331367493,0.8125,0.984375,0.0035673975944519043,1.3219314813613892,0.7094040513038635,0.8798328638076782,2.6147964000701904,1.8888341188430786,0.9615576267242432,0.2329428344964981,0.43221642344293265,504.0,episode_limit
66,16896,53,2446.0176060199738,38.525973329311874,1.2721905550038712,1.8546448283035806,20.88417519719118,0.2541743806105308,54.92424242424242,0.7022110819816589,70.2211081981659,0.8181508746525062,1.844744787167531,1.2912918167310117,0.047831740525019775,-0.035200280850783305,BalancedGrowth,2.5,0.0,0.43221642344293265,0.0027472285518408903,0.20436775870196675,0.0,0.017122750787931764,0.05161820600075795,0.0006485890449974153,0.003543787048161319,True,0.16499999999999998,0.18,-0.015,0.1989762127821416,-8.638389136116087e-06,0.0,0.24506279624681787,-0.33797097185113395,-0.33797097185113395,signed,0.2,False,0.005,True,0.6105542551529521,0.32237199656664184,0.27425711297107164,-0.0012265735353307495,0.0027472285518408903,0.20436775870196675,100000.0,132330.55811996548,,,-0.07465554028749466,0.4203122556209564,0.2101561278104782,-0.010589353740215302,0.2122301459312439,-0.01061150711029768,2.2153359168441966e-05,-1.4901161193847656e-08,-16.435625076293945,-0.09693744033575058,0.03287125006318092,0.20311561226844788,0.734375,0.921875,0.030381739139556885,1.5644418001174927,1.02479088306427,0.8646337985992432,2.558694362640381,1.7597763538360596,0.9115464091300964,0.39116987586021423,0.43221642344293265,504.0,episode_limit
67,17152,54,2482.044523715973,53.75294650999594,1.0298999468156478,1.4554751899238079,20.88417519719118,0.21168507109453674,54.07554671968191,0.6853642463684082,68.53642463684082,0.7655473525525542,2.5738601597838273,1.2403794924360176,0.06484840044850002,-0.030219478526438984,BalancedGrowth,2.5,0.0,0.017122750787931764,0.0003626898208090778,0.003558221116232875,0.0,0.0,0.0021182514435457156,0.0,0.0,False,0.16499999999999998,0.18,-0.015,,0.0,0.0,0.4901296560940263,2.175972420705197,2.175972420705197,signed,0.2,False,0.005,False,1.0298999468156478,0.2088417519719118,0.707141961338732,0.00025265947991317986,0.0003626898208090778,0.003558221116232875,100000.0,153752.94650999593,,,0.12845465540885925,0.48158547282218933,0.24079273641109467,-0.0036552532110363245,0.07363281399011612,-0.003681640839204192,2.638757177919615e-05,1.4901161193847656e-08,-16.506961822509766,0.09909599274396896,0.033013924956321716,0.03236129879951477,0.65625,1.0,9.769201278686523e-05,1.5477619171142578,0.7899707555770874,1.0521576404571533,2.712106704711914,1.947020411491394,0.9883615374565125,0.19653545320034027,0.017122750787931764,504.0,episode_limit
68,17408,54,2518.0589394569397,-3.11249176111033,0.09382509718354258,0.1478152230539439,34.65350626303125,0.42694486011382254,51.83823529411765,0.711566150188446,71.1566150188446,1.202123180050185,-0.08981751334152215,1.0262510106027563,0.16197599764377696,-0.05570359939296598,BalancedGrowth,2.5,0.0,0.017122750787931764,0.0003626898208090778,0.003558221116232875,0.39742560918382225,0.572992260307945,0.06932305943905703,0.021781996742662905,3.417019028298626,True,0.16499999999999998,0.18,-0.015,0.6022893556284282,-2.2339334752821126e-05,0.0,0.4901296560940263,2.175972420705197,2.175972420705197,signed,0.2,False,0.005,False,1.0298999468156478,0.2088417519719118,0.707141961338732,0.00025265947991317986,0.0003626898208090778,0.003558221116232875,100000.0,153752.94650999593,,,-0.09555666893720627,0.8890718221664429,0.44453591108322144,-0.0027140008751302958,0.055555928498506546,-0.002777796471491456,6.379558180924505e-05,1.4901161193847656e-08,-16.674619674682617,-0.1261919140815735,0.03334924206137657,0.2842751741409302,0.875,0.90625,0.06075054407119751,1.3951488733291626,1.9509243965148926,0.6706624031066895,2.8506133556365967,1.6715278625488281,0.9542635679244995,0.6006086468696594,0.017122750787931764,504.0,episode_limit
69,17664,55,2556.316177368164,-6.364087876747086,0.004647657219158101,0.006679068370192682,34.65350626303125,0.3325112461815547,52.087475149105366,0.6935838460922241,69.35838460922241,1.3725639926572162,-0.1836491761740245,1.0127305425655644,0.12927642079157994,-0.0482304297717668,BalancedGrowth,2.5,0.0,0.572992260307945,0.011917527817732008,3.41762522557273,0.0,0.0,0.006265214584974754,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.6946012480502878,0.00017759330528379524,0.0,0.1884360343374826,-0.34691896987552234,-0.34691896987552234,signed,0.2,False,0.005,True,0.004647657219158101,0.3465350626303125,0.21366044004031692,-1.3280840202392896e-05,0.011917527817732008,3.41762522557273,100000.0,93635.91212325291,,,0.037794400472193956,0.3627215623855591,0.18136078119277954,-2.7190428227186203e-05,0.0014429446309804916,-7.214734796434641e-05,4.495699431572575e-05,0.0,-16.450435161590576,0.004920719191431999,0.03290087170898914,0.01360224187374115,0.63671875,0.9609375,0.01706033945083618,1.7732781171798706,0.7202419191598892,1.0566900968551636,2.7231029272079468,1.9049160480499268,1.0048572719097137,0.20002146065235138,0.572992260307945,504.0,episode_limit
70,17920,55,2594.7055747509003,7.866722894535909,0.38418234244924604,0.5233753620209803,15.856071927859785,0.15854369913433244,55.35714285714286,0.6875177025794983,68.75177025794983,-0.346070381500949,0.49613314888624754,1.0904655231908584,0.06779762835799825,-0.02450246288453013,BalancedGrowth,2.5,0.0,0.572992260307945,0.011917527817732008,3.41762522557273,0.0,0.0,0.04378181533582359,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.6707960123757408,0.00015437984151858263,0.0,0.1884360343374826,-0.34691896987552234,-0.34691896987552234,signed,0.2,False,0.005,True,0.004647657219158101,0.3465350626303125,0.21366044004031692,-1.3280840202392896e-05,0.011917527817732008,3.41762522557273,100000.0,93635.91212325291,,,0.033047282602638006,0.4520109072327614,0.2260054536163807,0.0009577412565704435,-0.01842433726415038,0.0009212166478391737,3.652478153526317e-05,0.0,-16.49063014984131,-0.0008917227387428284,0.0329812616109848,0.009318612515926361,0.64453125,0.96875,0.010414421558380127,2.3540875911712646,0.8734181225299835,1.0534628927707672,2.7361273169517517,1.9302387237548828,1.0064289271831512,0.1819130890071392,0.572992260307945,504.0,episode_limit
71,18176,56,2632.4062678813934,13.969044678251086,0.36486696086961007,0.4780480050865409,15.856071927859785,0.16070135268973004,54.87077534791253,0.675123393535614,67.5123393535614,-0.3976810240559544,0.8809902441037043,1.0900291984067654,0.057423059603751825,-0.02487035897768823,BalancedGrowth,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.018948898645965828,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.5211836904048875,-0.0013159442748429274,0.0,0.24318286568880515,0.32387149266603854,0.32387149266603854,signed,0.2,False,0.005,False,0.36486696086961007,0.15856071927859786,0.21313355721069396,-2.742129084998657e-05,0.0,0.0,100000.0,113969.04467825108,,,-0.021628064181034762,0.3104529281457265,0.15522646407286325,0.0011031583417207003,-0.02130904048681259,0.001065452117472887,3.770632732387943e-05,1.4901161193847656e-08,-16.53241030375163,-0.05579604705174764,0.03306482111414274,0.019080758094787598,0.65625,0.9895833333333334,0.011261165142059326,1.9350806872049968,0.5220926503340403,1.0477913618087769,2.859104553858439,1.9560700257619221,1.0002187887827556,0.1915225237607956,0.0,504.0,episode_limit
72,18432,56,2669.969604253769,4.727083892601789,0.22122474815087464,0.2503337714730844,33.18614475785172,0.3091566428160497,55.90277777777778,0.6905484199523926,69.05484199523926,-0.11085368727871439,0.14244148957625996,1.0642227091331589,0.10370759494038224,-0.05253171918728359,BalancedGrowth,2.5,0.0,0.0,0.0,0.0,0.0,0.1962724689499582,0.0945123447724675,0.006848932887793524,0.4077900874666198,True,0.16499999999999998,0.18,-0.015,0.20200266258047794,-0.00013512004445600717,0.0,0.24318286568880515,0.32387149266603854,0.32387149266603854,signed,0.2,False,0.005,False,0.36486696086961007,0.15856071927859786,0.21313355721069396,-2.742129084998657e-05,0.0,0.0,100000.0,113969.04467825108,,,0.04696151598667105,0.3906143307685852,0.1953071653842926,-0.0028788869191582003,0.05811843369156122,-0.0029059216127886125,2.70346815038162e-05,7.450580596923828e-09,-16.453445434570312,0.016933510700861614,0.03290689364075661,0.03301269312699636,0.75,0.953125,0.0491824746131897,1.3453114827473958,0.8811478614807129,0.8559947808583578,2.7112815380096436,1.8182556629180908,1.015423059463501,0.2981525808572769,0.0,504.0,episode_limit
73,18688,57,2706.1329634189606,26.647133870722506,0.5191916421381205,0.5878811203285363,33.18614475785172,0.25026064838708895,55.26838966202783,0.6925684809684753,69.25684809684753,-0.18648139839235625,0.8029596105590991,1.1381947658426927,0.08107319526681972,-0.040676301105894055,BalancedGrowth,2.5,0.0,0.1962724689499582,0.0039136759358820135,0.4077900874666198,0.0,0.0,0.01548730193676029,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.5729496776694278,0.00042599927824468645,0.0,0.22652151789592945,-0.19891138421947077,-0.19891138421947077,signed,0.2,False,0.005,True,0.5191916421381205,0.3318614475785172,0.3105234507844835,0.0006608606352856947,0.0039136759358820135,0.4077900874666198,100000.0,126647.13387072251,,,0.20780062675476074,0.44385185837745667,0.22192592918872833,-0.0015292821917682886,0.03139393404126167,-0.0015696967020630836,4.0414561226498336e-05,1.4901161193847656e-08,-16.512798309326172,0.17630429565906525,0.033025600016117096,0.03195613622665405,0.546875,1.0,0.031926512718200684,1.9995369911193848,0.8723719120025635,0.967285692691803,2.66759991645813,1.9167994260787964,0.991187572479248,0.21679052710533142,0.1962724689499582,504.0,episode_limit
74,18944,57,2742.247845172882,-4.363706430341787,0.054891323695824154,0.08227828318402616,38.61520681013099,0.4017530907314038,51.35135135135135,0.7103086709976196,71.03086709976196,0.5488407072944329,-0.11300487012274488,1.019005521683052,0.19070641697355098,-0.05645256081532822,BalancedGrowth,2.5,0.0,0.1962724689499582,0.0039136759358820135,0.4077900874666198,1.0654107510385569,1.161548687984006,0.09328590817890181,0.03936390437310841,13.111169171505086,True,0.16499999999999998,0.18,-0.015,0.6028427741854538,8.136883225702275e-06,0.0,0.22652151789592945,-0.19891138421947077,-0.19891138421947077,signed,0.2,False,0.005,True,0.5191916421381205,0.3318614475785172,0.3105234507844835,0.0006608606352856947,0.0039136759358820135,0.4077900874666198,100000.0,126647.13387072251,,,-0.02278611809015274,0.5348390936851501,0.2674195468425751,0.012748670764267445,-0.25430813431739807,0.012715406715869904,3.3263699151575565e-05,0.0,-16.744714736938477,-0.0690242201089859,0.03348943218588829,0.21724924445152283,0.890625,0.828125,0.0818224549293518,1.272356390953064,1.502646803855896,0.6519355177879333,2.854572296142578,1.660385251045227,0.9892599582672119,0.7863314747810364,0.1962724689499582,504.0,episode_limit
75,19200,58,2778.1823337078094,-6.671417936172904,-0.00631588541812057,-0.008815962766793922,38.61520681013099,0.3249007359470596,51.88866799204771,0.6952754259109497,69.52754259109497,0.6025108008072436,-0.17276659863498664,1.0104947837829565,0.1502832723415461,-0.048084840481863296,BalancedGrowth,2.5,0.15952119845803825,1.161548687984006,0.023118483520714463,13.111169171505086,0.0,0.11166483892062677,0.009881191178925386,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.6761794212125034,0.0009492853374872045,0.15952119845803825,0.1834927705344335,-0.4952168839669954,-0.4952168839669954,signed,0.2,False,0.005,True,-0.00631588541812057,0.3861520681013099,0.21560510402490307,-3.027716211279896e-06,0.023118483520714463,13.111169171505086,100000.0,93328.5820638271,,,0.1013542041182518,0.2874787747859955,0.14373938739299774,0.005939592141658068,-0.11804534494876862,0.005902267526835203,3.7324600270949304e-05,1.4901161193847656e-08,-16.517988204956055,0.06237863004207611,0.03303597867488861,0.07958284020423889,0.734375,1.0,0.014564037322998047,1.7110464572906494,0.603649914264679,0.8503703474998474,2.6973164081573486,1.916898250579834,0.9439250826835632,0.1846238076686859,1.161548687984006,504.0,episode_limit
76,19456,58,2815.7246148586273,17.425558727004375,1.1192871891761857,1.7558883488919383,5.830776305888525,0.10634015452719996,51.973684210526315,0.677821695804596,67.7821695804596,-0.12444498857956932,2.9885486619348147,1.2343818586649873,0.019321230119756887,-0.01413359511172622,BalancedGrowth,2.5,0.15952119845803825,1.161548687984006,0.023118483520714463,13.111169171505086,0.0,0.11166483892062677,0.011414237302953545,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.2853584408281993,-0.00021431924582798634,0.15952119845803825,0.1834927705344335,-0.4952168839669954,-0.4952168839669954,signed,0.2,False,0.005,True,-0.00631588541812057,0.3861520681013099,0.21560510402490307,-3.027716211279896e-06,0.023118483520714463,13.111169171505086,100000.0,93328.5820638271,,,-0.0129212054113547,0.26511230568091076,0.13255615284045538,-0.0006017952303712567,0.0130672554175059,-0.0006533626777430376,5.1567438883163654e-05,0.0,-16.587289810180664,-0.04549399018287659,0.03317458058396975,0.012762874364852905,0.6197916666666666,1.0,-0.0033948421478271484,1.9374573628107707,0.6290895342826843,1.0213007529576619,2.6992178757985434,1.9845352967580159,1.0042376120885212,0.18440988659858704,1.161548687984006,504.0,episode_limit
77,19712,59,2854.134884119034,13.242660158707672,0.45795875887819565,0.6710832715170735,8.810139579071887,0.10480241359813272,52.286282306163024,0.6695443987846375,66.95443987846375,-0.25354286882793114,1.5031158178430057,1.1121436025874407,0.02330235274298014,-0.015123838245719843,BalancedGrowth,2.5,0.0,0.11166483892062677,0.0,0.0,0.0,0.0,0.048128562435239775,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.2227310513886382,4.939310350304815e-07,0.0,0.2759940245479295,0.569955184109471,0.569955184109471,signed,0.2,False,0.005,False,0.45795875887819565,0.08810139579071886,0.21736411746133869,-2.645137467680858e-06,0.0,0.0,100000.0,113242.66015870767,,,0.049030555645003915,0.2419261932373047,0.12096309661865234,0.004164678539382294,-0.08255521208047867,0.004127760723349638,3.6917830129823415e-05,-1.1175870895385742e-08,-16.573456287384033,0.011718961410224438,0.03314691409468651,0.00847594439983368,0.63671875,1.0,0.00217515230178833,1.8821816742420197,0.5099488943815231,0.984652042388916,2.7581071257591248,1.983604520559311,1.0114656686782837,0.19829491153359413,0.11166483892062677,504.0,episode_limit
78,19968,59,2890.008814096451,12.71092003098363,0.7024830412504618,1.0562889116239247,7.337807132121001,0.11955584134542802,50.96153846153846,0.6566250324249268,65.66250324249268,-0.10181953106159976,1.7322504942030994,1.1599978051553816,0.02355708212497813,-0.016209396138950182,BalancedGrowth,2.5,0.0,0.11166483892062677,0.0,0.0,0.0,0.0,0.007353521520532147,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.7058502648894306,-0.00017819569945617508,0.0,0.2759940245479295,0.569955184109471,0.569955184109471,signed,0.2,False,0.005,False,0.45795875887819565,0.08810139579071886,0.21736411746133869,-2.645137467680858e-06,0.0,0.0,100000.0,113242.66015870767,,,0.07714881002902985,0.16259348392486572,0.08129674196243286,0.000671428453642875,-0.01274645235389471,0.0006373226060532033,3.4105840313714e-05,-1.4901161193847656e-08,-16.620861053466797,0.0432356558740139,0.033241722732782364,0.06976601481437683,0.59375,1.0,0.005298197269439697,2.239227533340454,0.3996715843677521,0.984486997127533,2.720552682876587,1.9929169416427612,0.9497247934341431,0.19047236442565918,0.11166483892062677,504.0,episode_limit
79,20224,60,2926.3217051029205,31.171321213059272,1.1768728413392997,1.6849920914132863,7.337807132121001,0.10323000186190986,52.48508946322068,0.6623436808586121,66.2343680858612,-0.14420197156654965,4.248043134931671,1.2741694964402754,0.019475662110895763,-0.014284941600933174,BalancedGrowth,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.009183786923546156,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.6986460609281524,0.0002139373234108155,0.0,0.528903018809602,2.4667726410720148,2.4667726410720148,signed,0.2,False,0.005,False,1.1768728413392997,0.07337807132121,0.7343868676620443,-2.8272479356838967e-06,0.0,0.0,100000.0,131171.32121305927,,,0.061961546540260315,0.1599101424217224,0.0799550712108612,-0.005082139745354652,0.101969413459301,-0.005098470952361822,1.6331099686794914e-05,1.4901161193847656e-08,-16.650089263916016,0.03374350443482399,0.03330017998814583,0.0395926833152771,0.578125,1.0,0.004041552543640137,1.5020238161087036,0.40618637204170227,0.954702615737915,2.663142681121826,1.9849895238876343,0.9728895425796509,0.14860138297080994,0.0,504.0,episode_limit
80,20608,60,2984.4665970802307,18.587869241038106,0.7765360687963438,1.217164389690963,8.10036818820367,0.10511243066326596,51.33928571428571,0.6596491932868958,65.96491932868958,-0.0548233941464398,2.294694365634771,1.1711748867733873,0.026093538810282757,-0.014248504644870241,BalancedGrowth,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.019013138630076587,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.2572306326886846,-0.0004033643751038357,0.0,0.528903018809602,2.4667726410720148,2.4667726410720148,signed,0.2,False,0.005,False,1.1768728413392997,0.07337807132121,0.7343868676620443,-2.8272479356838967e-06,0.0,0.0,100000.0,131171.32121305927,,,0.02920523495413363,0.14728029072284698,0.07364014536142349,-0.001858223753515631,0.03794491942971945,-0.0018972458492498845,3.9022116652631667e-05,0.0,-16.58430290222168,-0.002105148509144783,0.033168607391417027,0.022831350681371987,0.6484374850988388,1.0,0.017867565155029297,1.5523806810379028,0.4004090651869774,1.0397625863552094,2.71744304895401,1.9765591025352478,0.9939810484647751,0.18526864796876907,0.0,504.0,episode_limit
81,20992,61,3038.8081855773926,20.972011306574583,0.7978151469649101,1.2458547558822455,8.10036818820367,0.10115619793562099,51.29224652087475,0.6635838150978088,66.35838150978088,-0.05043876932207398,2.5890195135963707,1.1774697320775496,0.02503054099738122,-0.013740821208342326,BalancedGrowth,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0031740455523198152,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.6625947712687025,-0.0002804783471478578,0.0,0.42588197417787654,1.6941148063340736,1.6941148063340736,signed,0.2,False,0.005,False,0.7978151469649101,0.08100368188203672,0.5472740725869937,0.003187820437463894,0.0,0.0,100000.0,120972.01130657458,,,-0.015463879331946373,0.2444574162364006,0.1222287081182003,-0.0008879309752956033,0.01843419298529625,-0.0009217096085194498,3.3778623219404835e-05,1.2417634032146907e-08,-16.62165355682373,-0.047819255851209164,0.03324330784380436,0.033375113271176815,0.6145833432674408,1.0,-0.015313148498535156,1.3216998875141144,0.4974745213985443,0.9046892523765564,2.7866227626800537,1.9817337393760681,0.9864326119422913,0.19433645904064178,0.0,504.0,episode_limit
82,21376,62,3092.3077490329742,15.545601398179832,0.3369605720151659,0.41006101714425647,27.745123868859128,0.24457810808070612,53.87673956262425,0.6676076650619507,66.76076650619507,0.23285478473214027,0.5603003061603943,1.0931615275744315,0.05887101792286677,-0.038088632455400465,BalancedGrowth,2.5,0.0,0.06927605734919429,0.001394958979178312,0.05405723377037708,0.0,0.0,0.032562488949994806,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.6117657542658609,0.0019051460442021967,0.0,0.2152359394693978,-0.11426954602048352,-0.11426954602048352,signed,0.2,False,0.005,True,0.3369605720151659,0.2774512386885913,0.5698187433294221,0.00024280586045862364,0.001394958979178312,0.05405723377037708,100000.0,115545.60139817983,,,0.003917932044714689,0.246610626578331,0.1233053132891655,-0.00023874893668107688,0.005580829922109842,-0.0002790415019262582,4.029256888316013e-05,1.2417634698280722e-09,-16.50713539123535,-0.02885759063065052,0.03301427140831947,0.0743606686592102,0.6979166865348816,1.0,-0.04372119903564453,1.3359028100967407,0.5019288659095764,0.8376449942588806,2.8055243492126465,1.889469027519226,1.0407356023788452,0.6650307774543762,0.06927605734919429,504.0,episode_limit
83,21760,63,3145.9358100891113,23.165158047832215,0.7516553915990025,1.0473845981427448,12.882033597170855,0.12253259657291118,49.70178926441352,0.6713062524795532,67.13062524795532,-0.22977921569852172,1.7982531929523713,1.1772852133200367,0.04054553826079364,-0.018298479493182643,BalancedGrowth,2.5,0.0,0.0,0.0,0.0,0.0,0.0,8.04467422764743e-05,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.7209775796429705,5.08270427453339e-05,0.0,0.37090631817706626,1.2817973863279968,1.2817973863279968,signed,0.2,False,0.005,False,0.7516553915990025,0.12882033597170855,0.7136662775178297,-1.2707162378363668e-05,0.0,0.0,100000.0,123165.15804783221,,,-0.06470471620559692,0.2747756540775299,0.13738782703876495,-0.009236592799425125,0.18527697026729584,-0.009263848885893822,2.725594640651252e-05,-1.4901161193847656e-08,-16.63215446472168,-0.08873242884874344,0.03326430916786194,0.030130168423056602,0.59375,1.0,-0.0033913850784301758,2.0456793308258057,0.41281718015670776,0.9419631361961365,2.700993776321411,1.9787343740463257,0.9844257235527039,0.17280717194080353,0.0,504.0,episode_limit
84,22144,63,3200.4326910972595,7.957080203882796,0.24145915209707833,0.29061412304462286,12.78554760572512,0.11448313846041752,54.02542372881356,0.6682690382003784,66.82690382003784,-0.8513674522451709,0.6223495816729642,1.0782513134614624,0.053112837733522045,-0.019270480580161838,BalancedGrowth,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.12088277481599519,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.21773929892929766,1.5438143827703477e-06,0.0,0.37090631817706626,1.2817973863279968,1.2817973863279968,signed,0.2,False,0.005,False,0.7516553915990025,0.12882033597170855,0.7136662775178297,-1.2707162378363668e-05,0.0,0.0,100000.0,123165.15804783221,,,-0.03940791543573141,0.20421995222568512,0.10210997611284256,0.002504958596546203,-0.049389639403671026,0.00246948201674968,3.547666347003542e-05,-2.4835269396561444e-09,-16.62843132019043,-0.07516974024474621,0.03325686417520046,0.015872169751673937,0.7083333432674408,1.0,-0.0021266937255859375,1.0584017634391785,0.4726879596710205,0.9940671920776367,2.821626901626587,1.973515808582306,1.00460746884346,0.20236099511384964,0.0,504.0,episode_limit
