update,timestep,episode,elapsed_time,episode_return_pct,episode_sharpe,episode_sortino,episode_max_dd,episode_volatility,episode_win_rate,episode_turnover,episode_turnover_pct,episode_return_skew,episode_calmar_ratio,episode_omega_ratio,episode_ulcer_index,episode_cvar_5pct,profile_name,turnover_scalar,terminal_drawdown_lambda,terminal_drawdown_lambda_peak,terminal_drawdown_avg_excess,terminal_drawdown_penalty_sum,snapshot_drawdown_lambda,snapshot_drawdown_lambda_peak,snapshot_drawdown_current,snapshot_drawdown_avg_excess,snapshot_drawdown_penalty_sum,snapshot_drawdown_triggered,snapshot_drawdown_trigger_boundary,snapshot_drawdown_target,snapshot_drawdown_tolerance,snapshot_intra_step_tape_potential,snapshot_intra_step_tape_delta_reward,drawdown_lambda,tape_score,tape_bonus,tape_bonus_raw,tape_terminal_bonus_mode,tape_terminal_baseline,tape_terminal_neutral_band_applied,tape_terminal_neutral_band_halfwidth,tape_gate_a_triggered,tape_gate_a_sharpe,tape_gate_a_max_drawdown_abs,terminal_intra_step_tape_potential,terminal_intra_step_tape_delta_reward,drawdown_avg_excess,drawdown_penalty_sum,initial_balance,final_balance,next_profile_name,next_profile_reason,actor_loss,critic_loss,critic_loss_scaled,risk_aux_total,risk_aux_sharpe_proxy,risk_aux_sharpe_loss,risk_aux_mvo_loss,mean_advantage,policy_entropy,policy_loss,entropy_loss,approx_kl,clip_fraction,value_clip_fraction,explained_variance,actor_grad_norm,critic_grad_norm,alpha_min,alpha_max,alpha_mean,ratio_mean,ratio_std,drawdown_lambda_peak,episode_length,termination_reason
11,2816,11,416.82494735717773,10.402125705969432,0.7143490776640304,1.0629771431536614,7.749952290875926,0.12171740597864085,52.191235059760956,0.6749259233474731,67.49259233474731,-0.08742275351078649,1.3422180312278733,1.1597445968170235,0.025945552478128422,-0.01744035667699775,BalancedGrowth,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01854534636081262,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.7061037438485399,2.3978240216061543e-05,0.0,0.3710872680080089,1.2831545100600668,1.2831545100600668,signed,0.2,False,0.005,False,0.7143490776640304,0.07749952290875926,0.6810926757349907,-9.8547603306417e-05,0.0,0.0,100000.0,110402.12570596943,,,-0.015697563687960308,0.1654705802599589,0.08273529012997945,-0.003308271562370161,0.06681838445365429,-0.0033409192498462894,3.2647587431711145e-05,7.450580596923828e-09,-16.47567876180013,-0.045340657234191895,0.032951359947522484,0.018471022446950276,0.671875,0.020833333333333332,-0.018435359001159668,2.5468562046686807,0.4655190060536067,1.1848405202229817,2.620318333307902,1.995747486750285,0.9971069494883219,0.1779527465502421,0.0,252.0,episode_limit
12,3072,12,452.67698335647583,-14.664435905290665,-0.8404634808619844,-1.4441786122281983,26.38392862565632,0.19131422215801996,50.99601593625498,0.6932701468467712,69.32701468467712,0.4928252156316964,-0.5558094138804879,0.8853710380561461,0.13674740629007745,-0.024470478732840195,BalancedGrowth,2.0,0.2966103278928143,0.2966103278928143,0.01263783119431259,0.7892613239454387,0.0,0.20762722952496998,0.0008957505345842387,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.7250224918923155,1.1529625472354032e-05,0.2966103278928143,0.18300576787860795,-0.5098269636417618,-0.5098269636417618,signed,0.2,False,0.005,True,-0.8404634808619844,0.2638392862565632,0.21610141659200718,1.995812585377843e-05,0.01263783119431259,0.7892613239454387,100000.0,85335.56409470933,,,0.09269002825021744,0.4515759348869324,0.2257879674434662,0.004416025709360838,-0.08670929819345474,0.004335464909672737,8.056065416894853e-05,-1.1175870895385742e-08,-16.315465927124023,0.05564306676387787,0.032630931586027145,0.03756135702133179,0.625,0.03125,0.036645352840423584,2.069032907485962,0.8400196433067322,1.0735828876495361,2.6467905044555664,1.9069000482559204,0.9853033423423767,0.20328910648822784,0.2966103278928143,252.0,episode_limit
13,3328,13,489.4027738571167,9.474371985603458,0.6519602960889861,0.8275204192405143,6.813985684422306,0.12009299529775902,51.79282868525896,0.6650734543800354,66.50734543800354,-0.5884563607708431,1.3904302744960493,1.1549952249696873,0.02361071402074759,-0.019289811727557667,BalancedGrowth,2.0,0.0,0.20762722952496998,0.0,0.0,0.0,0.0,0.014292353052631657,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.5986721673813556,-3.059856900463065e-05,0.0,0.3156723852982813,0.8675428897371096,0.8675428897371096,signed,0.2,False,0.005,False,0.6519602960889861,0.06813985684422307,0.2197651011059965,8.055367991428032e-06,0.0,0.0,100000.0,109474.37198560346,,,0.0022436431609094143,0.19837649166584015,0.09918824583292007,-0.0022049625404179096,0.04463821277022362,-0.002231910824775696,2.6948607228405308e-05,-1.1175870895385742e-08,-16.47056484222412,-0.028492525219917297,0.03294113092124462,0.03662395477294922,0.625,0.015625,0.030311167240142822,2.0591442584991455,0.3462858200073242,0.9932685792446136,2.6471434831619263,1.959345817565918,0.9799532890319824,0.1780552715063095,0.20762722952496998,252.0,episode_limit
14,3584,14,525.1106607913971,0.47811652178881925,0.014095947127579493,0.01784801905308065,16.219421236235434,0.18788360123394393,52.98804780876494,0.6838772892951965,68.38772892951965,-0.5518567338477993,0.029478026054386586,1.0216631275106636,0.056971798849809095,-0.03049132411871441,BalancedGrowth,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024737202114789025,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.20064284424526826,-5.080035403183802e-06,0.0,0.20710793685066528,0.05330952637998952,0.05330952637998952,signed,0.2,False,0.005,False,0.014095947127579493,0.16219421236235435,0.2474614335219964,-2.2637635887566564e-05,0.0,0.0,100000.0,100478.11652178882,,,0.08600769937038422,0.29078346490859985,0.14539173245429993,-0.0031355975661426783,0.06372545659542084,-0.0031862729229032993,5.067535676062107e-05,6.51925802230835e-09,-16.412817001342773,0.05631766468286514,0.03282563388347626,0.0805438756942749,0.671875,0.0,0.00435328483581543,2.315110206604004,0.4600338041782379,1.085622787475586,2.5612761974334717,1.9525673389434814,0.9351908564567566,0.15341192483901978,0.0,252.0,episode_limit
15,3840,15,563.2580528259277,6.659899504354791,0.5973298169825642,0.9145596125824447,4.89112919549857,0.08064984170807872,49.40239043824701,0.6710083484649658,67.10083484649658,0.0795163636881316,1.3616282126597812,1.1552795418608945,0.01814600943757645,-0.010989753282746324,BalancedGrowth,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036178300390052986,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.23093961269319307,-0.0008653272483802316,0.0,0.3315082333067296,0.9863117498004721,0.9863117498004721,signed,0.2,False,0.005,False,0.5973298169825642,0.0489112919549857,0.7137043557012797,0.00031600062900244197,0.0,0.0,100000.0,106659.89950435479,,,0.029071960132569075,0.12544836662709713,0.06272418331354856,-0.0021109572844579816,0.04291012161411345,-0.0021455062087625265,3.454902889643563e-05,1.4901161193847656e-08,-16.495291709899902,-0.001807667315006256,0.03299058508127928,0.01282598078250885,0.64453125,0.28125,0.02053135633468628,2.6761213541030884,0.2489662952721119,1.1086876392364502,2.658195972442627,1.9791120290756226,1.0027942508459091,0.17637371644377708,0.0,252.0,episode_limit
16,4096,16,599.1595871448517,3.7986952205639684,0.2091310510654577,0.24203017284026937,7.868677631264669,0.11727040055599824,51.79282868525896,0.6904972791671753,69.04972791671753,-1.3296030721033174,0.4827615767953929,1.0691429377004016,0.028836204937820104,-0.020073157623045283,BalancedGrowth,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07091054456987589,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.2118879766187418,1.395315207823017e-05,0.0,0.2191959956324896,0.14396996724367186,0.14396996724367186,signed,0.2,False,0.005,False,0.2091310510654577,0.07868677631264669,0.19515590151090068,-4.2608414580591613e-07,0.0,0.0,100000.0,103798.69522056397,,,-0.08881916850805283,0.41711169481277466,0.20855584740638733,0.015547631308436394,-0.31022587418556213,0.015511293895542622,3.633697269833647e-05,-9.313225746154785e-09,-16.46806526184082,-0.1373029351234436,0.032936133444309235,0.0396406352519989,0.578125,0.015625,0.06725412607192993,2.0288357734680176,0.25374945998191833,1.1912401914596558,2.643096685409546,1.9689997434616089,0.9709459543228149,0.13800911605358124,0.0,252.0,episode_limit
17,4352,17,635.058767080307,-1.6074069709430479,-0.17109855147937075,-0.24474367688285323,16.861796998851545,0.14750953328089736,50.99601593625498,0.6765366792678833,67.65366792678833,0.0774013253640146,-0.09532833131916651,0.9936293109441934,0.06557612902931499,-0.022050532534167028,BalancedGrowth,2.0,0.0,0.0003617969988515546,1.4357023763950578e-05,1.963456025669877e-06,0.0,0.0,0.0,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.6179503515402663,3.3115852404653756e-05,0.0,0.21391261979408954,-0.10434464845567148,-0.10434464845567148,signed,0.2,False,0.005,True,-0.17109855147937075,0.16861796998851547,0.22576422216915223,-0.00013765530878401434,1.4357023763950578e-05,1.963456025669877e-06,100000.0,98392.59302905695,,,0.04955826327204704,0.20868760347366333,0.10434380173683167,0.00035372140700928867,-0.0066266246140003204,0.0003313312481623143,2.2390169760910794e-05,1.4901161193847656e-08,-16.457199096679688,0.016290144994854927,0.03291440010070801,0.04153597354888916,0.71875,0.0,0.027119874954223633,1.7333567142486572,0.5543713569641113,1.228679895401001,2.6637954711914062,1.9885810613632202,0.977419376373291,0.18354003131389618,0.0003617969988515546,252.0,episode_limit
18,4608,18,670.9798674583435,6.285217923336445,0.2883408533187083,0.3319524929091139,30.708120444646404,0.3063948338325074,53.78486055776892,0.6834623217582703,68.34623217582703,-0.19488030586154745,0.20467608672650617,1.0788857750771885,0.09869337113700004,-0.052532816333369654,BalancedGrowth,2.0,0.0,0.10568107602424096,0.004439276406069808,0.13023887671389553,0.0,0.0,0.0299173463936816,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.22179558807060964,-0.0003814764921773448,0.0,0.19243365305554203,-0.22699040833373957,-0.22699040833373957,signed,0.2,False,0.005,True,0.2883408533187083,0.30708120444646403,0.47313829722325124,0.000849321564999156,0.004439276406069808,0.13023887671389553,100000.0,106285.21792333644,,,0.005562281236052513,0.415067195892334,0.207533597946167,-0.0036284870002418756,0.07327818125486374,-0.0036639091558754444,3.542225022101775e-05,-1.30385160446167e-08,-16.301158905029297,-0.023411549627780914,0.03260231763124466,0.054721981287002563,0.765625,0.140625,-0.013934612274169922,2.195218324661255,0.7286191582679749,0.9883471131324768,2.6244757175445557,1.8323521614074707,1.0168609619140625,0.4043549597263336,0.10568107602424096,252.0,episode_limit
19,4864,19,708.3742256164551,2.228818628735695,0.11032295282968824,0.14388814553349646,18.499990876414508,0.19724949467883135,54.581673306772906,0.6911712288856506,69.11712288856506,-0.31799937972515985,0.12047674204948923,1.0385382629609423,0.08543710268264931,-0.031429126920241975,BalancedGrowth,2.0,0.0,0.00278311181409181,0.0001235664980263556,9.342467583882247e-05,0.0,0.0,0.042140673921660654,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.2234684468002253,5.397221333244717e-05,0.0,0.2087346748519832,0.06551006138987382,0.06551006138987382,signed,0.2,False,0.005,False,0.11032295282968824,0.18499990876414507,0.7224094812044087,0.0004319490735063958,0.0001235664980263556,9.342467583882247e-05,100000.0,102228.8186287357,,,0.03806355595588684,0.42978718876838684,0.21489359438419342,0.0015873994367818038,-0.031027209634582203,0.0015513604933706422,3.6038881565521784e-05,0.0,-16.40816370646159,0.00365982453028361,0.0328163281083107,0.024945944547653198,0.640625,0.026041666666666668,-0.012188196182250977,1.9781864881515503,0.39967132608095807,1.1813453833262126,2.5671083132425943,1.959264834721883,0.9913219610850016,0.18083840111891428,0.00278311181409181,252.0,episode_limit
20,5120,20,746.6679291725159,13.614289155607754,0.9164984372800479,1.33641316244865,9.754233474475118,0.1270260098116886,52.589641434262944,0.675697922706604,67.5697922706604,-0.2342047382401458,1.3957313192506238,1.19899876679645,0.02825342140518612,-0.01857023296178637,BalancedGrowth,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08678671839535812,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.19530571578495845,-5.6165233554478226e-06,0.0,0.46371420105798083,1.977856507934856,1.977856507934856,signed,0.2,False,0.005,False,0.9164984372800479,0.09754233474475119,0.21475336954829302,-8.80470437282091e-05,0.0,0.0,100000.0,113614.28915560775,,,0.028961148695088923,0.2344716712832451,0.11723583564162254,-0.0014696271100547165,0.030220681568607688,-0.001511034046416171,4.140693818044383e-05,0.0,-16.498939990997314,-0.002567102201282978,0.032997881062328815,0.004222355782985687,0.62890625,0.08203125,0.1268327236175537,2.25937420129776,0.24256929010152817,1.2172209024429321,2.6970391273498535,1.9881897866725922,1.0130324363708496,0.1864669844508171,0.0,252.0,episode_limit
21,5376,21,782.5213508605957,-1.1997141439378902,-0.16261836795934848,-0.20109753910048578,10.655626368096073,0.13783731888690562,51.79282868525896,0.6944403648376465,69.44403648376465,-0.776590857714811,-0.11258973452090484,0.9966890745631811,0.055119480286883224,-0.023687562673988336,BalancedGrowth,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009604194901375762,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.7094456981849816,-7.388111996184388e-05,0.0,0.20302399782554426,-0.0,-0.0,signed,0.2,True,0.005,True,-0.16261836795934848,0.10655626368096072,0.20914010297666838,-4.267074077776711e-07,0.0,0.0,100000.0,98800.28585606211,,,-0.08968306332826614,0.1588132381439209,0.07940661907196045,0.003362902905791998,-0.06602658331394196,0.0033013292122632265,6.157367170089856e-05,7.450580596923828e-09,-16.489974975585938,-0.12602591514587402,0.032979950308799744,0.04246315360069275,0.578125,0.0,0.07088494300842285,3.3491077423095703,0.09099888801574707,1.1007634401321411,2.6620216369628906,1.9652918577194214,0.9890317916870117,0.25777605175971985,0.0,252.0,episode_limit
22,5632,22,818.3390619754791,2.5903181819607997,0.11514665597631617,0.1571913002635927,12.987599797421979,0.15470942146696215,55.77689243027888,0.6857135891914368,68.57135891914368,-0.27155594337039346,0.19944548818596755,1.0420277951927586,0.038382033898601065,-0.022243882229049477,BalancedGrowth,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007376339384172925,0.0,0.0,False,0.16499999999999998,0.18,-0.015,0.7234653145183132,4.2727857718922735e-05,0.0,0.22321646564993916,0.1741234923745436,0.1741234923745436,signed,0.2,False,0.005,False,0.11514665597631617,0.12987599797421978,0.21239056817794227,2.540974379201838e-05,0.0,0.0,100000.0,102590.3181819608,,,0.13956820964813232,0.5878666639328003,0.29393333196640015,0.002119285287335515,-0.04134640097618103,0.0020673200488090515,5.196521306061186e-05,7.450580596923828e-09,-16.414945602416992,0.10461902618408203,0.0328298918902874,0.030601978302001953,0.640625,0.03125,0.12298130989074707,2.1863601207733154,0.2927873730659485,1.1746896505355835,2.59193754196167,1.9513729810714722,0.9906319379806519,0.20595458149909973,0.0,252.0,episode_limit
